NAMEUNIT,num_pizzerias,municipio_norm,POB25,PROVINCIA,CPRO,CMUN,pizzerias_100k_hab
Igúzquiza,1,iguzquiza,307.0,Navarra,31.0,125.0,325.73289902280135
Igüeña,1,iguena,1012.0,León,24.0,83.0,98.81422924901186
Ikaztegieta,3,ikaztegieta,498.0,Gipuzkoa,20.0,44.0,602.4096385542168
Illano,1,illano,277.0,Asturias,33.0,29.0,361.01083032490976
Illas,3,illas,1048.0,Asturias,33.0,30.0,286.25954198473283
Imotz,3,imotz,433.0,Navarra,31.0,126.0,692.8406466512703
Inca,32,inca,36262.0,"Balears, Illes",7.0,27.0,88.24664938503116
Irun,57,irun,63835.0,Gipuzkoa,20.0,45.0,89.29270776219943
Irura,3,irura,1885.0,Gipuzkoa,20.0,46.0,159.15119363395226
Iruraiz-Gauna,1,iruraiz-gauna,559.0,Araba/Álava,1.0,27.0,178.89087656529517
Irurtzun,3,irurtzun,2296.0,Navarra,31.0,904.0,130.66202090592333
Iruña Oka/Iruña de Oca,3,iruna oka/iruna de oca,3704.0,Araba/Álava,1.0,901.0,80.99352051835854
Isaba/Izaba,10,isaba/izaba,384.0,Navarra,31.0,128.0,2604.1666666666665
Ispaster,3,ispaster,721.0,Bizkaia,48.0,49.0,416.0887656033287
Isábena,4,isabena,234.0,Huesca,22.0,129.0,1709.4017094017092
Ituren,2,ituren,543.0,Navarra,31.0,129.0,368.3241252302026
Iurreta,5,iurreta,3897.0,Bizkaia,48.0,910.0,128.30382345393895
Iza/Itza,3,iza/itza,1459.0,Navarra,31.0,131.0,205.620287868403
Iznatoraf,1,iznatoraf,874.0,Jaén,23.0,48.0,114.41647597254006
Jabalquinto,1,jabalquinto,1939.0,Jaén,23.0,49.0,51.57297576070139
Jaca,48,jaca,14024.0,Huesca,22.0,130.0,342.2703936109526
Jadraque,4,jadraque,1522.0,Guadalajara,19.0,156.0,262.8120893561104
Jamilena,1,jamilena,3319.0,Jaén,23.0,51.0,30.129557095510695
Jasa,1,jasa,90.0,Huesca,22.0,131.0,1111.111111111111
Jaurrieta,1,jaurrieta,179.0,Navarra,31.0,134.0,558.659217877095
Javier,2,javier,106.0,Navarra,31.0,135.0,1886.7924528301887
Jaén,155,jaen,112235.0,Jaén,23.0,50.0,138.10308727224128
Juslapeña/Txulapain,1,juslapena/txulapain,562.0,Navarra,31.0,136.0,177.93594306049823
Jérica,2,jerica,1764.0,Castellón/Castelló,12.0,71.0,113.37868480725623
Jódar,1,jodar,11285.0,Jaén,23.0,53.0,8.861320336730172
Karrantza Harana/Valle de Carranza,5,karrantza harana/valle de carranza,2715.0,Bizkaia,48.0,22.0,184.1620626151013
Kortezubi,2,kortezubi,447.0,Bizkaia,48.0,907.0,447.42729306487695
Kuartango,3,kuartango,402.0,Araba/Álava,1.0,20.0,746.2686567164179
L'Hospitalet de Llobregat,2,l'hospitalet de llobregat,,,,,
La Antigua,1,la antigua,,,,,
La Bañeza,7,la baneza,,,,,
La Carolina,3,la carolina,,,,,
La Cerollera,0,la cerollera,,,,,
La Codoñera,2,la codonera,,,,,
La Ercina,1,la ercina,,,,,
La Fresneda,3,la fresneda,,,,,
La Fueva,2,la fueva,,,,,
La Guardia de Jaén,4,la guardia de jaen,,,,,
La Iruela,18,la iruela,,,,,
La Mierla,0,la mierla,,,,,
La Pernía,3,la pernia,,,,,
La Pola de Gordón,7,la pola de gordon,,,,,
La Puebla de Castro,2,la puebla de castro,,,,,
La Puebla de Valverde,5,la puebla de valverde,,,,,
La Puerta de Segura,3,la puerta de segura,,,,,
La Robla,12,la robla,,,,,
La Serna,1,la serna,,,,,
La Solana,1,la solana,,,,,
La Sotonera,8,la sotonera,,,,,
La Torre del Valle,2,la torre del valle,,,,,
La Vecilla,1,la vecilla,,,,,
Labastida/Bastida,9,labastida/bastida,1558.0,Araba/Álava,1.0,28.0,577.6636713735559
Labuerda,2,labuerda,179.0,Huesca,22.0,133.0,1117.31843575419
Lagrán,1,lagran,177.0,Araba/Álava,1.0,30.0,564.9717514124294
Laguardia,20,laguardia,1459.0,Araba/Álava,1.0,31.0,1370.8019191226867
Lakuntza,1,lakuntza,1338.0,Navarra,31.0,138.0,74.73841554559044
Lamasón,1,lamason,237.0,Cantabria,39.0,34.0,421.94092827004215
Lanestosa,1,lanestosa,244.0,Bizkaia,48.0,51.0,409.8360655737705
Langreo,56,langreo,38612.0,Asturias,33.0,31.0,145.032632342277
Lantarón,0,lantaron,929.0,Araba/Álava,1.0,902.0,0.0
Lantz,1,lantz,150.0,Navarra,31.0,140.0,666.6666666666666
Lardero,1,lardero,12060.0,"Rioja, La",26.0,84.0,8.291873963515755
Laredo,32,laredo,10698.0,Cantabria,39.0,35.0,299.12133108992333
Larouco,1,larouco,484.0,Ourense,32.0,38.0,206.61157024793388
Larrabetzu,5,larrabetzu,2039.0,Bizkaia,48.0,52.0,245.21824423737127
Larraga,1,larraga,2158.0,Navarra,31.0,142.0,46.33920296570899
Larraona,1,larraona,100.0,Navarra,31.0,143.0,1000.0
Larraul,1,larraul,263.0,Gipuzkoa,20.0,48.0,380.22813688212926
Larraun,10,larraun,918.0,Navarra,31.0,144.0,1089.3246187363834
Las Palmas de Gran Canaria,500,las palmas de gran canaria,378517.0,Las Palmas,35.0,26.0,132.09446339266137
Las Peñas de Riglos,5,las penas de riglos,,,,,
Las Regueras,7,las regueras,,,,,
Lasarte-Oria,5,lasarte-oria,19435.0,Gipuzkoa,20.0,902.0,25.72678157962439
Lascellas-Ponzano,1,lascellas-ponzano,138.0,Huesca,22.0,141.0,724.6376811594204
Laspuña,0,laspuna,277.0,Huesca,22.0,144.0,0.0
Laudio/Llodio,5,laudio/llodio,18077.0,Araba/Álava,1.0,36.0,27.659456768269077
Laukiz,1,laukiz,1239.0,Bizkaia,48.0,53.0,80.71025020177562
Laviana,15,laviana,12352.0,Asturias,33.0,32.0,121.43782383419688
Laza,2,laza,1156.0,Ourense,32.0,39.0,173.01038062283737
Lazkao,6,lazkao,6087.0,Gipuzkoa,20.0,49.0,98.57072449482504
Leaburu,1,leaburu,390.0,Gipuzkoa,20.0,50.0,256.4102564102564
Ledanca,1,ledanca,98.0,Guadalajara,19.0,159.0,1020.408163265306
Legarda,1,legarda,143.0,Navarra,31.0,147.0,699.3006993006993
Legorreta,1,legorreta,1457.0,Gipuzkoa,20.0,52.0,68.63417982155113
Legutio,7,legutio,2094.0,Araba/Álava,1.0,58.0,334.2884431709647
Leintz-Gatzaga,3,leintz-gatzaga,205.0,Gipuzkoa,20.0,68.0,1463.4146341463413
Leioa,26,leioa,32748.0,Bizkaia,48.0,54.0,79.39416147550996
Leitza,2,leitza,3011.0,Navarra,31.0,149.0,66.42311524410495
Lekeitio,9,lekeitio,7211.0,Bizkaia,48.0,57.0,124.80931909582584
Lekunberri,6,lekunberri,1746.0,Navarra,31.0,908.0,343.6426116838488
Lemoa,2,lemoa,3614.0,Bizkaia,48.0,55.0,55.340343110127286
Lemoiz,7,lemoiz,1347.0,Bizkaia,48.0,56.0,519.6733481811433
Lena,15,lena,10382.0,Asturias,33.0,33.0,144.48083220959353
Leoz/Leotz,1,leoz/leotz,202.0,Navarra,31.0,150.0,495.049504950495
Lerga,1,lerga,44.0,Navarra,31.0,151.0,2272.7272727272725
Lerín,3,lerin,1821.0,Navarra,31.0,152.0,164.74464579901152
Lesaka,8,lesaka,2721.0,Navarra,31.0,153.0,294.0095553105476
Leza,1,leza,205.0,Araba/Álava,1.0,34.0,487.8048780487805
Lezama,7,lezama,2430.0,Bizkaia,48.0,81.0,288.0658436213992
Lezo,11,lezo,6184.0,Gipuzkoa,20.0,53.0,177.8783958602846
León,133,leon,123446.0,León,24.0,89.0,107.73941642499555
Liendo,5,liendo,1218.0,Cantabria,39.0,36.0,410.5090311986864
Limpias,4,limpias,1983.0,Cantabria,39.0,38.0,201.7145738779627
Linares,11,linares,55633.0,Jaén,23.0,55.0,19.77243722251182
Liédena,1,liedena,354.0,Navarra,31.0,155.0,282.4858757062147
Liérganes,12,lierganes,2365.0,Cantabria,39.0,37.0,507.399577167019
Llamas de la Ribera,2,llamas de la ribera,783.0,León,24.0,92.0,255.42784163473817
Llanera,17,llanera,14020.0,Asturias,33.0,35.0,121.25534950071328
Llanes,110,llanes,13486.0,Asturias,33.0,36.0,815.6606851549755
Llanos del Caudillo,3,llanos del caudillo,651.0,Ciudad Real,13.0,904.0,460.8294930875576
Lleida,187,lleida,146266.0,Lleida,25.0,120.0,127.84926093555576
Lloret de Vistalegre,3,lloret de vistalegre,1691.0,"Balears, Illes",7.0,28.0,177.40981667652275
Lloseta,4,lloseta,6463.0,"Balears, Illes",7.0,29.0,61.89076280365155
Llubí,5,llubi,2589.0,"Balears, Illes",7.0,30.0,193.12475859405177
Llucena/Lucena del Cid,2,llucena/lucena del cid,1421.0,Castellón/Castelló,12.0,72.0,140.74595355383534
Llucmajor,73,llucmajor,40502.0,"Balears, Illes",7.0,31.0,180.2380129376327
Loarre,2,loarre,358.0,Huesca,22.0,149.0,558.659217877095
Lobeira,1,lobeira,703.0,Ourense,32.0,41.0,142.2475106685633
Lobios,3,lobios,1776.0,Ourense,32.0,42.0,168.9189189189189
Lodosa,3,lodosa,4964.0,Navarra,31.0,157.0,60.43513295729251
Logroño,99,logrono,152150.0,"Rioja, La",26.0,89.0,65.06736772921458
Loiu,7,loiu,2364.0,Bizkaia,48.0,903.0,296.1082910321489
Lopera,3,lopera,3502.0,Jaén,23.0,56.0,85.66533409480296
Los Arcos,1,los arcos,,,,,
Los Corrales de Buelna,11,los corrales de buelna,,,,,
Los Cortijos,1,los cortijos,,,,,
Los Olmos,0,los olmos,,,,,
Los Tojos,9,los tojos,,,,,
Los Villares,5,los villares,,,,,
Lourenzá,2,lourenza,2083.0,Lugo,27.0,27.0,96.01536245799328
Lubián,2,lubian,296.0,Zamora,49.0,100.0,675.6756756756757
Lucillo,1,lucillo,360.0,León,24.0,90.0,277.77777777777777
Luena,1,luena,600.0,Cantabria,39.0,39.0,166.66666666666666
Lugo,145,lugo,100143.0,Lugo,27.0,28.0,144.79294608709546
Lumbier,4,lumbier,1330.0,Navarra,31.0,159.0,300.7518796992481
Lumbreras de Cameros,1,lumbreras de cameros,144.0,"Rioja, La",26.0,91.0,694.4444444444445
Luyego,2,luyego,537.0,León,24.0,91.0,372.43947858473
Luzaide/Valcarlos,2,luzaide/valcarlos,336.0,Navarra,31.0,248.0,595.2380952380952
Láncara,1,lancara,2489.0,Lugo,27.0,26.0,40.17677782241864
Lónguida/Longida,1,longuida/longida,308.0,Navarra,31.0,158.0,324.6753246753247
Maceda,4,maceda,2874.0,Ourense,32.0,43.0,139.17884481558804
Madrid,4848,madrid,3506730.0,Madrid,28.0,79.0,138.2484536876235
Magaz de Pisuerga,0,magaz de pisuerga,1065.0,Palencia,34.0,98.0,0.0
Majaelrayo,1,majaelrayo,60.0,Guadalajara,19.0,165.0,1666.6666666666667
Malaguilla,1,malaguilla,218.0,Guadalajara,19.0,167.0,458.7155963302752
Mallabia,2,mallabia,1106.0,Bizkaia,48.0,58.0,180.83182640144665
Manacor,105,manacor,49153.0,"Balears, Illes",7.0,33.0,213.6187007914064
Mancha Real,10,mancha real,11481.0,Jaén,23.0,58.0,87.10042679209128
Mancor de la Vall,2,mancor de la vall,1692.0,"Balears, Illes",7.0,34.0,118.20330969267138
Mansilla de las Mulas,5,mansilla de las mulas,1706.0,León,24.0,94.0,293.08323563892145
Manzanal de Arriba,2,manzanal de arriba,332.0,Zamora,49.0,110.0,602.4096385542168
Manzanares,5,manzanares,17728.0,Ciudad Real,13.0,53.0,28.203971119133573
Manzaneda,2,manzaneda,767.0,Ourense,32.0,44.0,260.7561929595828
Manzanera,1,manzanera,530.0,Teruel,44.0,143.0,188.67924528301887
Maranchón,5,maranchon,225.0,Guadalajara,19.0,170.0,2222.222222222222
Maraña,1,marana,103.0,León,24.0,96.0,970.8737864077668
Marchamalo,4,marchamalo,8714.0,Guadalajara,19.0,171.0,45.90314436538903
Marcilla,3,marcilla,2938.0,Navarra,31.0,163.0,102.11027910142954
Maria de la Salut,2,maria de la salut,2461.0,"Balears, Illes",7.0,35.0,81.26777732629013
Marina de Cudeyo,7,marina de cudeyo,5221.0,Cantabria,39.0,40.0,134.07393219689715
Markina-Xemein,6,markina-xemein,5089.0,Bizkaia,48.0,60.0,117.90135586559246
Marmolejo,12,marmolejo,6412.0,Jaén,23.0,59.0,187.1490954460387
Marratxí,34,marratxi,40422.0,"Balears, Illes",7.0,36.0,84.11261194399088
Martos,13,martos,24462.0,Jaén,23.0,60.0,53.14365137764696
Martín del Río,1,martin del rio,367.0,Teruel,44.0,144.0,272.4795640326976
Maruri-Jatabe,4,maruri-jatabe,1129.0,Bizkaia,48.0,61.0,354.295837023915
Mas de las Matas,1,mas de las matas,1230.0,Teruel,44.0,145.0,81.30081300813008
Masegoso de Tajuña,1,masegoso de tajuna,84.0,Guadalajara,19.0,172.0,1190.4761904761904
Maside,1,maside,2768.0,Ourense,32.0,45.0,36.127167630057805
Matalebreras,3,matalebreras,81.0,Soria,42.0,110.0,3703.703703703704
Mazcuerras,5,mazcuerras,2068.0,Cantabria,39.0,41.0,241.77949709864603
Mañaria,1,manaria,539.0,Bizkaia,48.0,59.0,185.5287569573284
Maó,54,mao,30666.0,"Balears, Illes",7.0,32.0,176.09078458227353
Medinaceli,8,medinaceli,686.0,Soria,42.0,113.0,1166.1807580174927
Medio Cudeyo,14,medio cudeyo,7775.0,Cantabria,39.0,42.0,180.06430868167203
Medrano,0,medrano,350.0,"Rioja, La",26.0,96.0,0.0
Meira,3,meira,1773.0,Lugo,27.0,29.0,169.20473773265653
Melilla,21,melilla,86780.0,Melilla,52.0,1.0,24.199124222171008
Melón,0,melon,1079.0,Ourense,32.0,46.0,0.0
Membrilla,1,membrilla,5793.0,Ciudad Real,13.0,54.0,17.262213015708614
Mendaro,3,mendaro,2028.0,Gipuzkoa,20.0,901.0,147.92899408284023
Mendata,2,mendata,382.0,Bizkaia,48.0,62.0,523.5602094240837
Mendavia,1,mendavia,3588.0,Navarra,31.0,165.0,27.870680044593087
Mendaza,1,mendaza,284.0,Navarra,31.0,166.0,352.11267605633805
Mendexa,2,mendexa,426.0,Bizkaia,48.0,63.0,469.4835680751174
Mendigorria,1,mendigorria,1261.0,Navarra,31.0,167.0,79.30214115781126
Meneses de Campos,0,meneses de campos,109.0,Palencia,34.0,106.0,0.0
Mengíbar,3,mengibar,10250.0,Jaén,23.0,61.0,29.26829268292683
Meruelo,4,meruelo,2321.0,Cantabria,39.0,43.0,172.33950883239982
Meñaka,3,menaka,789.0,Bizkaia,48.0,64.0,380.2281368821293
Miengo,11,miengo,5265.0,Cantabria,39.0,44.0,208.92687559354223
Mieres,52,mieres,369.0,Girona,17.0,105.0,14092.140921409213
Mieres,52,mieres,36373.0,Asturias,33.0,37.0,142.96318697935283
Miguelturra,2,miguelturra,15924.0,Ciudad Real,13.0,56.0,12.559658377292138
Milagro,1,milagro,3741.0,Navarra,31.0,169.0,26.73082063619353
Mirabueno,1,mirabueno,86.0,Guadalajara,19.0,186.0,1162.7906976744189
Mirambel,2,mirambel,110.0,Teruel,44.0,149.0,1818.181818181818
Miranda de Arga,1,miranda de arga,903.0,Navarra,31.0,171.0,110.74197120708747
Miño de Medinaceli,1,mino de medinaceli,73.0,Soria,42.0,115.0,1369.8630136986303
Molina de Aragón,11,molina de aragon,3281.0,Guadalajara,19.0,190.0,335.26363913441025
Molinaseca,11,molinaseca,870.0,León,24.0,100.0,1264.3678160919542
Molledo,1,molledo,1482.0,Cantabria,39.0,46.0,67.47638326585695
Mombuey,3,mombuey,395.0,Zamora,49.0,121.0,759.4936708860758
Moncofa,11,moncofa,8339.0,Castellón/Castelló,12.0,77.0,131.91030099532318
Mondoñedo,6,mondonedo,3303.0,Lugo,27.0,30.0,181.65304268846504
Mondéjar,1,mondejar,2918.0,Guadalajara,19.0,192.0,34.27004797806717
Monfarracinos,1,monfarracinos,998.0,Zamora,49.0,122.0,100.2004008016032
Monflorite-Lascasas,2,monflorite-lascasas,475.0,Huesca,22.0,156.0,421.0526315789474
Monforte de Lemos,17,monforte de lemos,18933.0,Lugo,27.0,31.0,89.79031320973961
Monreal del Campo,4,monreal del campo,2578.0,Teruel,44.0,153.0,155.1590380139643
Monreal/Elo,1,monreal/elo,511.0,Navarra,31.0,172.0,195.69471624266143
Monroyo,1,monroyo,324.0,Teruel,44.0,154.0,308.641975308642
Montamarta,3,montamarta,549.0,Zamora,49.0,123.0,546.448087431694
Montanejos,6,montanejos,649.0,Castellón/Castelló,12.0,79.0,924.4992295839752
Montanuy,1,montanuy,230.0,Huesca,22.0,157.0,434.7826086956522
Montederramo,1,montederramo,660.0,Ourense,32.0,49.0,151.51515151515153
Monterrei,1,monterrei,2403.0,Ourense,32.0,50.0,41.614648356221394
Monterroso,9,monterroso,3744.0,Lugo,27.0,32.0,240.3846153846154
Montuïri,10,montuiri,3289.0,"Balears, Illes",7.0,38.0,304.04378230465187
Montán,1,montan,429.0,Castellón/Castelló,12.0,78.0,233.10023310023308
Monzón,2,monzon,18525.0,Huesca,22.0,158.0,10.796221322537113
Monzón de Campos,1,monzon de campos,608.0,Palencia,34.0,108.0,164.4736842105263
Mora de Rubielos,3,mora de rubielos,1752.0,Teruel,44.0,158.0,171.23287671232876
Moral de Calatrava,1,moral de calatrava,5184.0,Ciudad Real,13.0,58.0,19.290123456790123
Morales de Toro,1,morales de toro,918.0,Zamora,49.0,129.0,108.93246187363832
Morales del Vino,3,morales del vino,3040.0,Zamora,49.0,127.0,98.6842105263158
Moralina,1,moralina,211.0,Zamora,49.0,131.0,473.9336492890996
Moratilla de los Meleros,1,moratilla de los meleros,106.0,Guadalajara,19.0,194.0,943.3962264150944
Moratinos,2,moratinos,55.0,Palencia,34.0,109.0,3636.363636363636
Morcín,3,morcin,2460.0,Asturias,33.0,38.0,121.95121951219512
Morella,7,morella,2501.0,Castellón/Castelló,12.0,80.0,279.88804478208715
Morga,3,morga,416.0,Bizkaia,48.0,66.0,721.1538461538462
Morón de Almazán,0,moron de almazan,196.0,Soria,42.0,123.0,0.0
Mosqueruela,0,mosqueruela,563.0,Teruel,44.0,160.0,0.0
Muelas del Pan,1,muelas del pan,592.0,Zamora,49.0,135.0,168.91891891891893
Mundaka,5,mundaka,1816.0,Bizkaia,48.0,68.0,275.3303964757709
Mungia,16,mungia,18129.0,Bizkaia,48.0,69.0,88.25638479783771
Muniesa,1,muniesa,575.0,Teruel,44.0,161.0,173.91304347826087
Munitibar-Arbatzegi Gerrikaitz,2,munitibar-arbatzegi gerrikaitz,467.0,Bizkaia,48.0,7.0,428.2655246252677
Muras,2,muras,577.0,Lugo,27.0,33.0,346.6204506065858
Murchante,3,murchante,4230.0,Navarra,31.0,176.0,70.92198581560284
Murcia,239,murcia,479405.0,Murcia,30.0,30.0,49.8534641899855
Murias de Paredes,1,murias de paredes,337.0,León,24.0,101.0,296.7359050445104
Muriel Viejo,1,muriel viejo,73.0,Soria,42.0,125.0,1369.8630136986303
Muriel de la Fuente,2,muriel de la fuente,53.0,Soria,42.0,124.0,3773.5849056603774
Murillo de Río Leza,1,murillo de rio leza,1656.0,"Rioja, La",26.0,99.0,60.3864734299517
Muro,47,muro,8398.0,"Balears, Illes",7.0,39.0,559.6570612050489
Muros de Nalón,6,muros de nalon,1955.0,Asturias,33.0,39.0,306.9053708439898
Murueta,1,murueta,311.0,Bizkaia,48.0,908.0,321.54340836012864
Muruzábal,1,muruzabal,283.0,Navarra,31.0,180.0,353.356890459364
Muskiz,9,muskiz,7465.0,Bizkaia,48.0,71.0,120.56262558606832
Mutiloa,2,mutiloa,261.0,Gipuzkoa,20.0,57.0,766.2835249042146
Mutriku,10,mutriku,5238.0,Gipuzkoa,20.0,56.0,190.91256204658265
Muxika,6,muxika,1546.0,Bizkaia,48.0,67.0,388.098318240621
Muíños,1,muinos,1385.0,Ourense,32.0,51.0,72.20216606498195
Málaga,652,malaga,599063.0,Málaga,29.0,67.0,108.83663320886116
Nabarniz,0,nabarniz,264.0,Bizkaia,48.0,909.0,0.0
Nava,9,nava,5244.0,Asturias,33.0,40.0,171.62471395881008
Navajas,1,navajas,906.0,Castellón/Castelló,12.0,81.0,110.37527593818984
Naval,1,naval,281.0,Huesca,22.0,160.0,355.87188612099646
Navaleno,3,navaleno,698.0,Soria,42.0,129.0,429.7994269340974
Navarrete,6,navarrete,3061.0,"Rioja, La",26.0,105.0,196.0143743874551
Navas de Estena,3,navas de estena,269.0,Ciudad Real,13.0,60.0,1115.2416356877322
Navia,18,navia,8031.0,Asturias,33.0,41.0,224.13149047441163
Navia de Suarna,1,navia de suarna,971.0,Lugo,27.0,34.0,102.98661174047372
Negueira de Muñiz,1,negueira de muniz,236.0,Lugo,27.0,35.0,423.728813559322
Noalejo,2,noalejo,1721.0,Jaén,23.0,64.0,116.21150493898897
Noceda del Bierzo,1,noceda del bierzo,603.0,León,24.0,102.0,165.8374792703151
Nogueira de Ramuín,7,nogueira de ramuin,2074.0,Ourense,32.0,52.0,337.5120540019286
Noja,43,noja,2661.0,Cantabria,39.0,47.0,1615.933859451334
Noreña,11,norena,5131.0,Asturias,33.0,42.0,214.38316117715848
Nueno,3,nueno,568.0,Huesca,22.0,163.0,528.169014084507
Nules,1,nules,14315.0,Castellón/Castelló,12.0,82.0,6.985679357317499
Nájera,6,najera,8336.0,"Rioja, La",26.0,102.0,71.97696737044146
O Barco de Valdeorras,10,o barco de valdeorras,,,,,
O Bolo,2,o bolo,,,,,
O Carballiño,23,o carballino,,,,,
O Corgo,7,o corgo,,,,,
O Incio,1,o incio,,,,,
O Irixo,0,o irixo,,,,,
O Pereiro de Aguiar,1,o pereiro de aguiar,,,,,
O Saviñao,9,o savinao,,,,,
O Vicedo,4,o vicedo,,,,,
Ochagavía/Otsagabia,7,ochagavia/otsagabia,492.0,Navarra,31.0,185.0,1422.7642276422764
Oiartzun,33,oiartzun,10480.0,Gipuzkoa,20.0,63.0,314.8854961832061
Oiz,1,oiz,129.0,Navarra,31.0,187.0,775.1937984496125
Okondo,4,okondo,1184.0,Araba/Álava,1.0,42.0,337.83783783783787
Olaberria,4,olaberria,938.0,Gipuzkoa,20.0,58.0,426.4392324093817
Olaibar,2,olaibar,399.0,Navarra,31.0,188.0,501.2531328320802
Olazti/Olazagutía,2,olazti/olazagutia,1444.0,Navarra,31.0,189.0,138.50415512465375
Olba,1,olba,286.0,Teruel,44.0,171.0,349.65034965034965
Oliete,0,oliete,351.0,Teruel,44.0,172.0,0.0
Olite/Erriberri,8,olite/erriberri,4069.0,Navarra,31.0,191.0,196.6085033177685
Ollauri,1,ollauri,319.0,"Rioja, La",26.0,111.0,313.4796238244514
Olmeda de Cobeta,1,olmeda de cobeta,56.0,Guadalajara,19.0,201.0,1785.7142857142858
Onda,12,onda,26190.0,Castellón/Castelló,12.0,84.0,45.81901489117983
Ondarroa,5,ondarroa,8060.0,Bizkaia,48.0,73.0,62.034739454094286
Onzonilla,1,onzonilla,1974.0,León,24.0,105.0,50.65856129685917
Onís,8,onis,739.0,Asturias,33.0,43.0,1082.5439783491204
Orbaizeta,2,orbaizeta,186.0,Navarra,31.0,195.0,1075.268817204301
Orbara,1,orbara,28.0,Navarra,31.0,196.0,3571.428571428572
Orcera,2,orcera,1715.0,Jaén,23.0,65.0,116.61807580174928
Ordizia,6,ordizia,10815.0,Gipuzkoa,20.0,76.0,55.47850208044383
Orea,1,orea,191.0,Guadalajara,19.0,204.0,523.5602094240837
Orendain,0,orendain,245.0,Gipuzkoa,20.0,905.0,0.0
Orihuela del Tremedal,1,orihuela del tremedal,450.0,Teruel,44.0,174.0,222.22222222222223
Orio,10,orio,6184.0,Gipuzkoa,20.0,61.0,161.70763260025873
Orkoien,2,orkoien,4098.0,Navarra,31.0,906.0,48.804294777940456
Ormaiztegi,1,ormaiztegi,1293.0,Gipuzkoa,20.0,62.0,77.33952049497293
Oroz-Betelu/Orotz-Betelu,1,oroz-betelu/orotz-betelu,143.0,Navarra,31.0,199.0,699.3006993006993
Orozko,4,orozko,2666.0,Bizkaia,48.0,75.0,150.03750937734435
Orpesa/Oropesa del Mar,20,orpesa/oropesa del mar,12640.0,Castellón/Castelló,12.0,85.0,158.2278481012658
Orreaga/Roncesvalles,1,orreaga/roncesvalles,25.0,Navarra,31.0,211.0,4000.0
Ortigosa de Cameros,1,ortigosa de cameros,214.0,"Rioja, La",26.0,112.0,467.2897196261682
Ortuella,5,ortuella,8735.0,Bizkaia,48.0,83.0,57.24098454493417
Oseja de Sajambre,1,oseja de sajambre,214.0,León,24.0,106.0,467.2897196261682
Osorno la Mayor,1,osorno la mayor,1180.0,Palencia,34.0,901.0,84.74576271186442
Otxandio,3,otxandio,1322.0,Bizkaia,48.0,72.0,226.928895612708
Ourense,51,ourense,105769.0,Ourense,32.0,54.0,48.21828702171714
Ourol,2,ourol,965.0,Lugo,27.0,38.0,207.2538860103627
Outeiro de Rei,7,outeiro de rei,5420.0,Lugo,27.0,39.0,129.15129151291512
Oviedo,378,oviedo,223968.0,Asturias,33.0,44.0,168.77411058722674
Oyón-Oion,2,oyon-oion,3476.0,Araba/Álava,1.0,43.0,57.53739930955121
Oñati,24,onati,11480.0,Gipuzkoa,20.0,59.0,209.05923344947732
Palas de Rei,8,palas de rei,3227.0,Lugo,27.0,40.0,247.9082739386427
Palencia,74,palencia,77466.0,Palencia,34.0,120.0,95.52577905145483
Palma,617,palma,434786.0,"Balears, Illes",7.0,40.0,141.90889311063376
Pamplona/Iruña,190,pamplona/iruna,209094.0,Navarra,31.0,201.0,90.8682219480234
Panticosa,16,panticosa,910.0,Huesca,22.0,170.0,1758.241758241758
Pantón,1,panton,2350.0,Lugo,27.0,41.0,42.5531914893617
Parada de Sil,7,parada de sil,500.0,Ourense,32.0,57.0,1400.0
Paradela,4,paradela,1557.0,Lugo,27.0,42.0,256.9043031470777
Paredes de Nava,4,paredes de nava,1927.0,Palencia,34.0,123.0,207.5765438505449
Pareja,1,pareja,493.0,Guadalajara,19.0,211.0,202.83975659229208
Parres,13,parres,5150.0,Asturias,33.0,45.0,252.42718446601944
Parzonería general de Guipuzkoa y Araba/Álava,2,parzoneria general de guipuzkoa y araba/alava,,,,,
Pasaia,17,pasaia,15820.0,Gipuzkoa,20.0,64.0,107.45891276864728
Pastrana,8,pastrana,971.0,Guadalajara,19.0,212.0,823.8928939237899
Peal de Becerro,5,peal de becerro,5290.0,Jaén,23.0,66.0,94.5179584120983
Pedrafita do Cebreiro,7,pedrafita do cebreiro,868.0,Lugo,27.0,45.0,806.4516129032257
Pedro Muñoz,3,pedro munoz,7585.0,Ciudad Real,13.0,61.0,39.55174686882004
Pegalajar,5,pegalajar,2830.0,Jaén,23.0,67.0,176.67844522968198
Peleas de Abajo,1,peleas de abajo,248.0,Zamora,49.0,148.0,403.2258064516129
Penagos,11,penagos,2253.0,Cantabria,39.0,48.0,488.2379050155348
Peníscola/Peñíscola,40,peniscola/peniscola,8774.0,Castellón/Castelló,12.0,89.0,455.8924093913837
Peracense,2,peracense,68.0,Teruel,44.0,180.0,2941.176470588235
Peralejos de las Truchas,3,peralejos de las truchas,148.0,Guadalajara,19.0,216.0,2027.027027027027
Perales del Alfambra,1,perales del alfambra,293.0,Teruel,44.0,182.0,341.29692832764505
Peralta/Azkoien,6,peralta/azkoien,6071.0,Navarra,31.0,202.0,98.83050568275408
Perilla de Castro,1,perilla de castro,150.0,Zamora,49.0,153.0,666.6666666666666
Pesaguero,3,pesaguero,275.0,Cantabria,39.0,50.0,1090.909090909091
Pesoz,1,pesoz,134.0,Asturias,33.0,48.0,746.2686567164179
